text,true_category,word_count
newsgroups sci med path news larc nasa gov saimiri primate wisc edu sdd hp com elroy jpl nasa gov swrinde zaphod mps ohio state edu howland reston ans net europa eng gtefsd com emory athena aisun ai uga edu mcovingt from mcovingt aisun ai uga edu michael covington sender usenet athena cs uga edu nntp posting host aisun ai uga edu organization ai programs university of georgia athens references paulson apr cmb larc nasa gov bu edu c uq b lrj toads pgh pa us date fri apr gmt lines many of these cereals are corn based after your post i looked in the literature and located two articles that implicated corn contains tryptophan and seizures the idea is that corn in the diet might potentiate an already existing or latent seizure disorder not cause it check to see if the two kellog cereals are corn based i d be interested years ago when i was an intern an obese young woman was brought into the er comatose after having been reported to have grand mal seizures why attending a corn festival we pumped her stomach and obtained what seemed like a couple of liters of corn much of it intact kernals after a few hours she woke up and was fine i was tempted to sign her out as acute corn intoxication gordon banks n jxp skepticism is the chastity of the intellect and how about contaminants on the corn e g aflatoxin michael a covington associate research scientist artificial intelligence programs mcovingt ai uga edu the university of georgia phone athens georgia u s a amateur radio n tmi what is aflatoxin sharon,sci.med,275
hi i need a windows driver for the matrox pg cv svga card at the moment windows runs only in the x mode if you have a driver for this card please send it with the oemsetup inf to bockamp informatik tu muenchen de thanks,comp.graphics,45
hi folks i m doing an animated film on new methodes in loom research you know the thing they make cloth with and need a model of a loom the format should be in ascii faceted geometry and fairly straight forward to figure out any help or pointers would be greatly appreciated thanks rick boykin rick boykin rboykin cscsparc larc nasa gov computer sciences corporation hampton va so maybe i could be a fly and feed arachnid as i die tom marshall,comp.graphics,82
mg per day of propranolol is a homeopathic dose in migraine if you got fatigued at that level it is unlikely that you will tolerate enough beta blocker to help you probably a single nightime dose we don t know how they work in migraine but it probably has something to do with seratonin gordon banks n jxp skepticism is the chastity of the intellect and geb cadre dsl pitt edu it is shameful to surrender it too soon,sci.med,79
there are several star map programs available your job is to choose that you like try anonymous ftp from ftp funet fi pub astro pc stars pc solar mac amiga atari,sci.space,31
in europe you can buy a ix with computer controlled diffs rather than the horrid viscous coupled ones of the outgoing ix,rec.autos,22
don t you think it would be better to e mail back to you that we read sci space so that you can count them and every server in the world does not have to get bw d to death or instead you could possible cut and past all the senders into a single post and save on header bandwidth not meaning to be taken as a flame it s late and we have to work toward a demo little punchy,sci.space,81
not only the sonett correct spelling but the wagon and sedan used a cc or cc v from ford of germany this particular motor had a degree vee angle a balance shaft and siamesed exhaust ports this motor was later stretched into the v commonly seen in the capri the v could make pretty reasonable power for its size but in the saab it made too much torque for the transmission which had been designed for a cylinder stroke chuck fry former sonett iii owner,rec.autos,85
hi has anyone more info about the xga chipset hw funcs truecolor resolutions any boards with xga out yet thanks rainer rainer leberle rleberle sparc cstp umkc edu university of kansas city mo,comp.graphics,33
there is an office on the middle left us coast on middlefield road in menlo park ca,sci.space,17
can someone elaborate a little on what this libertarian movement is i am not going to draw conclusions from a small sample but so far i recall two self described libertarians posting here both seems to be incredibly ignorant incredibly arrogant all they want is to get people angry posses a lousy sense of humor write incoherently and jump from topic to topic without any logical connection between topics describe themselves as intelligent and knowledgeable although everything in their posters points to the opposite very childish is this some campaign to smear this libertarian party or what,talk.politics.mideast,97
is there anyone out there in netland that has has had one of these can someone give me a non consumer reports review or point me to a source thanks scott sdexter ucrengr ucr edu computer science undergraduate university of california riverside internet sdexter technet shl com facilities engineer shl systemhouse inc technology network internet,rec.autos,55
a number of points you are making assumptions about the manner in which the cards are used true by law all residents citizens and tourists must carry a form of identification with them for citizens the standard id is the id card the purpose this serves on a daily basis wherein they are presented at public places is for the purpose of identifying the bearer this takes place in banks cashing checks post offices registered mail and such etc quite frankly it was rare that i ever had to present my id card for such activities more than once per week there is no law or requirement that forces people to wave their id cards in public furthermore none of the services i outlined discriminate against the bearer in any manner by having access to this information the only case that i can think of in which the le um field might be taken into account is during interaction with the police based upon the scenario in general though arab citizens are clearly recognizable as are non arabs your argument therefore becomes moot unless you can provide an example of how this field is being used to discriminate against them officially i take issue with your assertions i think that arab countries do know that they have nothing to fear from israeli expansionism militarily israel is not capable of holding onto large tracts of land under occupation to a hostile armed and insurgent population for a sustained period of time as is the intifada is heavily taxing the israeli economy proof of this can be seen in the israeli withdrawal from lebanon israeli troops pulled back from the awali and later from the litani in order to control the minimal strip needed to keep towns out of range of katyusha missile fire public opinion in israel has turned towards settling the intifada via territorial concessions the israel public is sufferring from battle fatigue of sorts and the gov t is aware of it with regards to borders let me state the following i may not agree with the manner in which negotiations are being held however the crux of the matter is that everyone either makes or refrains from stating a starting position the arab parties have called for total withdrawal and a return to pre borders if israel were to state large borders the negotiations might never get under way if israel were to state smaller borders then the arab countries might try and force even smaller borders during the negotiations i think that leaving the matter to be settled by negotiations and peace treaties is infinitely more realistic and sensible your statement is typical of the simple minded naivety of a center for policy research whether or not all of vanunu s revelations were true has no bearing on the fact that some were for disclosing state secrets after having signed contracts and forms with the understanding that said secrets are not to be made public one should be punished as to which were and which weren t i am under no moral obligation to disclose that quite the reverse in fact he was taken to court tried and found guilty you may take issue with a number of things but clearly you have no understanding of the concept of secrets of state something which every democratic govt has i noticed that he was documenting the fact that such prisoners could exist more than he documented the fact that they do exist the clu noted which you evidently did not pay attention to that they know of no such reports or cases i am sorry to tell you but in a country of mill as tightly knit as israel even if the matter of the arrest was not made public within a relatively short time frame most people would know about it my own feelings are that the matter of the arrest should be made public unless a court order is issued allowing a delay of x hours this would be granted only if a judge could be convinced that an announcement would cause irreparable harm to the ongoing investigation well i am sorry to say that your questions are slanted such questions are often termed tabloid journalism and are not disturbing because they avoid any attempt at objectivity such questions were often used during the mccarthy era as a basis for the witch hunts that took place then to use your own example these questions might have been lifted from the format used by stalinist prosecutors that were looking for small bits of evidence that they could distort and portray as a larger and dirtier picture my answers were not any more hysterical than the questions themselves the problem is not that the q s were provocative it was that they were selective in their fact seeking you fall into the same category of those who seek yes no answers when the real answer is of sorts i suspect that as long as the answers to these questions is not an unequivocal no you would remain unsatified and choose to interprete them as you see fit a sign of strength is the ability to look you remind me of those mistaken environmentalists who once advocated culling wolves because of the cruelty to deer only to find that they had broken the food chain and wreaked havoc upon the very environment they sought to protect the color blindness you exhibit is a true sign of weakness ditto,talk.politics.mideast,919
re majority of users not readding from floppy well how about those of us who have picture cd roms and would like to use cview because it is fast and it works well but can t because the moron lacked the foresight to create the temp file in the program s path not the current didrectory,comp.graphics,56
exactly i didn t want to mess with tga or rle so i wrote the following script all you need is the very standard set of pbm utilities this script is a pov to jpg converter just run it like this pov jpg fred pov you will need to modify the path s in the script to reflect where you put povray and its include files if you have a problem with disk space you can use named pipes instead of temporary files i hope you find it useful bin sh if lt then echo usage width height sourcefile pov other options exit fi width height datafile shift basedatafile echo datafile sed e s pov thedatafile basename datafile basedatafile basename datafile pov dirdatafile dirname datafile cd dirdatafile afs rnd sas com u sherman pov povsrc build povray l afs rnd sas com u sherman pov povscn include o tmp data w width h height fr i thedatafile echo rawtopgm width height tmp data grn tmp green rawtopgm width height tmp data red tmp red rawtopgm width height tmp data blu tmp blue rgb toppm tmp red tmp green tmp blue cjpeg basedatafile jpg rm tmp red tmp green tmp blue tmp data grn tmp data red tmp data blu echo wrote output to basedatafile jpg,comp.graphics,215
do you know of the world wide web this is a global hypertext well hypermedia network running on the internet one of the nice things about it is that is understands and incorporates virtually all of the other systems being used like wais gopher ftp archie etc it is usually quite easy to add existing resources to the web if you d like to explore i d suggest getting the xmosaic program written at the ncsa it s an x windows web browser and is pretty slick it can understand and cope with more than text gif jpeg mpeg audio etc there are other browsers including a text mode browser for people stuck on a text terminal but i m most familliar with mosaic under the page the world wide web virtual library subject catalogue this is available under the documents menu in mosaic or by any browser via the url there is a subject space science currently this points to a page under construction with only the nasa jpl ftp archive i ve volunteered to take over this page and in fact i have a replacement with all sorts of information pointers mostly gleaned from the sci space faq as soon as the overworked subject catalogue maintainer switches the space science pointer it ll be visible i ll post a short note when this happens frederick g m roeber cern european center for nuclear research e mail roeber cern ch or roeber caltech edu work r mail cern ppe geneva switzerland home,sci.space,253
first off thanks to all who have filled me in on the existence of the i assumed rashly that the particular number would be reserved for further enhancements to the motorola line rather than meted out to another company ah well i guess that s what i get when i assume the computer industry will operate in a logical manner a spot version of quicktime is as has been stated the current version of the software the older version is and is on the horizon in the not too distant future back quite x by that it he quicktime does a much better job of playing back movies at size than it does playing back resized movies apparently the process of expanding each frame s image and dithering the resultant bitmap to the appropriate bit depth is pretty processor intensive there are optimizers that work pretty well for showing movies at double size but if you drop to x size or increase to x size performance suffers dramatically don t know quicktime he lied quicktime is very cpu dependent he was probably confused by the fact that qt is locked to an internal timecode and will play in the same amount of time on any machine however an lc will drop frames in order to keep the sound and video synced up the centris and quadras have similar cpus and will thus boast similar performance though the quadras will be a bit faster due to marginally faster clock speeds and somewhat different architecture having was i expect that the version of the quicktime software you saw was i was using was one of the new codecs in v allows video at nearly twice the size and the same frame rate as what version could handle the centris i saw was a plain vanilla with the exception of the nice speakers that were playing the sound and the software was movie player the qt player apple includes with the software,comp.graphics,329
what kind of polygons shaded texturemapped hm more comes into play with fast routines than just polygons it would be nice to know exaclty what system vga is a start but what processor and a few of the specifics of the implementation you need to give more info if you want to get any answers p ian romanick dancing fool of epsilon,comp.graphics,62
i saw a mask once that had drawings of band aids presumably for every puck that goalie stopped with his face head i can t remember who it was or even if it was nhl i see quite a few ahl games here this is by far the funniest mask i ve seen and for me funny cool,rec.sport.hockey,58
nothing wrong with what felix did the only problem was that he didn t dino hard enough next time felix aim for the ankles,rec.sport.hockey,24
dear netters maybe one of you can explain this from time to time i experience a strange kind of feeling i have all kinds of weird feelings which can be best described as the feeling of losing gravity like that one experiences in a descending elevator needless to say it is not enjoyable it sometimes comes with shortness of breath and extreme fatigue it lasts from a few minutes to an hour and when it lasts that long it makes me sweatening initially i called it palpitation spelling until i later learnt that the terminology has been reserved for the self awareness of heart beats so is there a specific term for this feeling or am i a stragne person i always believe i am unique thanks,sci.med,127
if you do a medline search on turmeric you ll see that it is a potent lipoxygenase inhibitor which is being investigated in a number of areas i m in cardiology and about years ago the cardiothoracic surgery lab at my hospital compared the effect of a teaspoon of dissolved turmeric vs a bolus of tpa in preventing myocardial reperfusion injury in a perfused langendorff sheep heart the turmeric was more effective a colleague of mine in the school of pharmacy dr ron kohen has a paper in press on the free radical scavenging activity and antioxidant activity of tea josh backon vms huji ac il,sci.med,106
the wars of were definitely started by the arabs the war in was instigated by the arabs who continually murdered israeli children with their rocket attacks israel was only trying to stop this last what the heck are you talking about with karama there was no war in steve,talk.politics.mideast,49
in article apr embl heidelberg de tuparev embl heidelberg de georg tuparev writes announcement the hyperknowledge project for nextstep i know this is kinda off the subject of sci space but not really i want to answer this for their as well as everyone else s information what these people are proposing by and large already exists and can be purchased today it is called labview by national instruments it is a wonderful object it is a wonderful object oriented graphical programming language some lines deleted i am afraid you are mis directed nextstep is an operating system as opposed to a package i have read a little about it but since steve jobs does not seem to have the marketing capabilities of bill gates my info is limited probably why the far inferior windows nt is going to be more widely distributed but that is another flame ridden story some of the innovative features of nextstep are binary compatibility across platforms eg you can just copy your program from a sparc to a pc and it would run as opposed to buying the version of the package ported to a pc graphical object oriented design its all wsiwig postscript supports parallel hetrogeneous processing and best of all it is based around the mach micro kernel so you can make it look like unix with x or dos or nt or even vms if you feel the need no package out there comes even close i hope people will subscribe to the hyperknowledge project and nextstep finally takes off in my lifetime,sci.space,262
i spoke with the author of macwireframe earlier today the cost is but there are no license royalties his name is eric johnson in sacramento ca phone he doesn t have email very nice guy very knowledgeable about graphics seems like he may have a decent package it s an object pascal framework that supposedly has a fairly complete set of geometry creation classes i m going to check it out and see if it s got what i need for my cad package i also found another package d graphic tools by micro system options in seattle the number is also no email the package is strong at ray tracing i m not too sure about its geometry creation tools i also need to look into this package some more i also spoke with the author mark owens another nice guy that seems to know his business the price is no royalties,comp.graphics,153
in my last post i referred to michael adams as nick completely my error nick adams was a film and tv actor from the s and early s remember johnny yuma the rebel he was from my part of the country and michael s email address of nmsca probably helped confuse things in my mind purely user headspace error on my part sorry,sci.space,63
i agree six hour long stretches behind the wheel really make me thirsty especially for something with caffeine i consider it a failing of my car that it has no cup holder nor anywhere to put a cup holder,rec.autos,39
don t let this confuse anybody the winnipeg jets have never won the stanley cup or even come that close these stanley cup championships go back a long way to about the turn of the century the winnipeg victorias won one or more of these cups the jets didn t win any of them can you think of anything more irrelevant to argue about a playoff series going on today than who won more stanley cups around the turn of the century lets face facts the canucks are leading the series the canucks dominated the jets in their season series the canucks did better in the regular season than winnipeg who is the better team i think that the facts show that vancouver is better than winnipeg,rec.sport.hockey,127
the girl s ok actually and she recovered well enough to go home i don t know if she has any permanent damage though just in case anybody was concerned if people start forcing others to take responsibility for their actions things like this wouldn t happen untill we stop blaming outside causes and start blaming the criminals we will continue to let things like this happen,rec.autos,67
but ultimately their hockey philosophies are like night and day keenan believes in pressuring the opposition and taking the initiative within the limits of his system while roger has a reactive hockey philosophy which is why messier will be able to and has played for keenan but thought roger s way was a sure loser roger is a great assistant coach but considering what must be bad blood between nielson and messier it would be a mistake to bring him back even in that role,rec.sport.hockey,85
software retail sale price graphics corel draw aldus photo styler image in color photo finish of these image in scan paint image in full pack picture publisher image prep snap pro images inc publisher s paintbrush deluxe paint enchance softtype font workshop vista pro optibase workshop gfa cad utilities x tree gold for win tnt anti virus salvation amish utilities multimedia smart text music clips audio tracks spinnaker plus mac spinnaker plus pc ask me multi media make your point madison ave interface mac mr sound effects music bytes tempra show storyboard plus programming m s windows dev kit full windows maker pro ms c top speed modula business the art of negotiating telemagic full impact mac approach database ascend games nfl pro league football eco saurus hardware modem baud assorted joysticks willows vga tv amiga trac ball misc the wedding planner software yard sale fri sat sun to e mail pbenson cscihp ecst csuchico edu location nunneley rd paradise ca phone,comp.graphics,162
peter ahola season nd acquired trade with pittsburgh for future considerations grade i b it is way too early to tell about ahola who was acquired probably because the penguins figured that they would lose him in the expansion draft ahola had only played games this season i think it s actually less the san jose mercury news may be in err here of them with the sharks in the games he has played he appeared quite solid defensively although he hasn t been spectacular and his offense isn t anything to write home about points it s even possible that the trade may be for future considerations which turn out to be peter ahola doug wilson season th acquired trade with chicago for rw kerry toporowski and nd round pick in entry draft grade i b i have often been accused of overly down on wilson i may have had too high expectations for him but his legs knees et al are giving out nevertheless when he was playing he exhibited a strong shooting and playmaking abilities even if he has lost a step on defense which unfortunately he demonstrated this year as well as at times he was slow to catch the opponent forwards and his offensive output was only good enough for nd place on the team points in games but next year which may be wilson s last if he can stay healthy he can still be a contributor dean kolstad season nd acquired from minnesota in dispersal draft grade i c d it s probably somewhat unfair for me to judge kolstad on just a handful of games forgetting exact number but no more than but at age he s quickly running out of time if he wants to make it to the nhl in those games he did not impress anyone after generating shots in the first period of the first game he played he scored just points in his tenure up here with the sharks and was even less impressive defensively as he appeared awkward with his movement and was prone to giveaways he needs to make a leap in his level of performance to have any chance of making the team pat macleod season nd acquired from minnesota in dispersal draft grade i macleod was on the roster a lot longer than kolstad but it appears to my memory that he played less than kolstad because the sharks were reluctant to use him but were even more reluctant to send him to the minors figuring that he wouldn t clear waivers in fact he has played the past weeks with kansas city but is still technically there on a rehabilitation assignment a rehab assignment that will include him playing in the turner cup playoffs since he has played so little i can t even give a tentative grade on him but he demonstrated last year excellent offensive skills but terrible defensive skills tom pederson season st acquired from minnesota in dispersal draft grade i b called up in the middle of the season when the defensive corps was decimated by injuries pederson impressed many sharks fan here on net including yours truly he demonstrated very good offensive skills scoring points in games however his size lbs is of concern and soon after he began to shine offensive did teams begin to push him around physically on both sides of the ice although he had appeared fearless in his approach but to be successful he probably needs to bulk up to have a fighting chance on surviving against some of the bigger players in the league claudio scremin season st acquired from minnesota in dispersal draft grade i d d he played all of games in the league this year but was thoroughly umimpressive just as he was at the end of last season again it may be a small sample but just as in the case of kolstad scremin at age is quickly running out of time he was not a contributor on either offense or defense in the games he played with the sharks the only notable thing that will go down in scremin s entry of league stats is probably the fact that he was once traded for now capitals goaltender don beaupre,rec.sport.hockey,713
buy adobe streamline problem solved,comp.graphics,5
hi my friend s toyota tercel accelerates by itself without using the gas peddel the repairman said it has a internal leak of air in the carburetor and needs a new carburetor costs she likes to know if it is possible to fix the problem without replacing the whole carburetor,rec.autos,50
if you know that the number is so high would you care to provide it to tell you the truth hamid most of those killed by the israeli army were agressors who were invading or attacking israel with the intention of murdering jews and destroying the jewish state thus i have no sympathy for them and i really don t give a damn about how many were killed,talk.politics.mideast,68
the single launch core station concept a shuttle external tank and solid rocket boosters would be used to launch the station into orbit shuttle main engines would be mounted to the tail of the station module for launch and jettisoned after et separation karl dishaw mcimail com replied why jettison the ssmes why not hold on to them and have a shuttle bring them down to use as spares one performance reason comes to mind if you jettison the ssme s you don t have to drag them with you when you perform your circularization burn s on orbit ssme s are just dead weight since we don t have an ssme h o pressurization mechanism which works in zero g this means that you can t use them for re boost or anything else dead weight has a couple of advantages but more disadvantages throw away ssme s might let us use some of the old ssme s which are not quite man ratable but i doubt we d do that the cost of a launch failure is too high ken jenks nasa jsc gm space shuttle program office kjenks gothamcity jsc nasa gov,sci.space,195
you really belong to the of ignorants in usa who don t know what the holocaust shoa should be the real word was first you write in message id apr virginia edu date sat apr gmt and later as somebody informed you about your gross mistake you write in message id apr virginia edu date sun apr gmt instead of joseph goebbels and you dare to say that you know more about nazi germany than most people maybe including us i m sure you learned the history of nazi germany and austria from your family trying to make comparisons between israels politics and nazi german austrian politics shows only your degree of ignorance high intellect low humanity none and antisemitism average i respect anybody who dissagrees with me as long as he respects me and discusses in a civilized manner i would never say that anybody that critizises israel and or its politics is an antisemite except he uses antisemitic vocabulary terminology demagogy israel is not a perfect country and its politicians also commits errors even some of them are corrupt like politicians in any other country but they carry a huge burden to care for the safety of all its citizens and that is really not an easy task in a country that is surrounded by enemies who only expect that israel commits the one big error and wipe the country and its jewish citizens plus the so called collaborators arabs that wanted to live in peace with their jewish neighbours of the map as i said israel is not a perfect country but it is the only democracy in the whole middle east and the only country in the world where jews from everywhere can have a refuge in case of persecutions in the countries they are living our long history has taught us that we cannot rely on non jewish nations and its governments as soon as there are more or les big social economical political problems in any country the first ones that pay for the broken glasses are the jews and later the other minorities of the country this is really outrageous murdered jews besides the thousands who survived the shoa in some way or another and the rest of the living ones mourning for all of them i don t know what you call a civil libertarian never heard about them but i know only one thing if all of them think like you do it then civil libertarians is a new denomination for antisemites may other civil libertarians come to word to this group so that we can learn if a beyer and me are right that civil libertarians are antisemites or that i m wrong and he is missusing that word btw i couldn t care less for what andi beyer appreciates manfredo tichauer m email tichauer valpso hanse de opitzstrasse voice hamburg germany fax,talk.politics.mideast,483
i like what mr joseph biden had to say yesterday in the senate condemening the european lack of action and lack of support to us plans and calling that moral rape he went on to say that the reason for that is out right religious bigotry,talk.politics.mideast,46
actually i am not sure you have understood what i have said on several occasions a minor party has put up an arab for a cabinet position that is the major party labour in this case has agreed that a minor party can have so many seats and that party nominates an arab for one this is not acceptable to the major party which insists on the minor party appointing a jew the favours owed deals done have all been settled what remains is exactly who is going to sit in cabinet the party that gets the seat wants an arab but that is not acceptable this is racism it has nothing to do with politics at all joseph askew,talk.politics.mideast,120
you are such a loser system fourd com phone cute quote being a computer means never having to say you re sorry,talk.politics.mideast,22
henrik your ignorance manifests itself in an awkward form of intransigence i m not going to spend time to review with you the recent history of cyprus if you are really interested i can provide you with a number of references on the issue just send me email for that relax you re swinging fists into open air i was agreeing with you assuming that would be one of your points that you did not state you may not be very much used to it to be agreed with that is but take it more easily no henrik believe me you don t hope that was that after or before one french plane changed its route to avoid inspection onur yalcin oyalcin iastate edu,talk.politics.mideast,124
but it is quite a leap in logic to observe one situation where anecdotal evidence led nowhere and therefore conclude that anecdotal evidence will never lead anywhere i m sure somebody here can provide an example where anecdotal evidence and the interpretation of it was upheld verified by follow on rigorous clinical trials good point there has been a tendency by some on this newsgroup to circle the wagons to the viewpoint that anecdotal medical evidence is worthless maybe to counter the claims of those who are presenting anecdotal evidence to support controversial subjects such as the yeast hypothesis but evidence is evidence it requires a jury or a process to sort it out and determine the truth from the junk medicine must continue to strive to better understand the workings of the body mind for the purpose of alleviating illness anecdotal evidence is just one piece of the puzzle it is not worthless rather it can help focus limited resources in the right direction jon noring charter member infj club,sci.med,171
i m a fellow applicant and my situation is not too much better i applied to about schools got two interviews got one offer and am waiting to hear from the other school let me be honest about my experiences and impressions about the medical school admissions process numbers gpa mcats are not everything but they are probably more important than anything else in fact some schools screen out applicants based on these numbers and never even look at your other qualities of course when this happens don t expect a refund on your application fee but the fact that you got four interviews tells me that you have the numbers and are very well qualified academically you mentioned one response was it an acceptance denial or wait list if i assume the worst that it was a denial then you still have a great probability of acceptance somewhere how did your interviews go as for how long you have to wait i ve called a few schools who never contacted me for anything many of them told me that the interview season for them was over and that if i haven t heard by now i can assume a denial many rejection letters are not sent out until may or as late as june but some schools are still interviewing i really don t think you should worry don t become fixated on the mailbox go out have fun be very proud of yourself what do people think of the medical school admissions process i had a very mediocre gpa but high mcat scores and i have been working as a software engineer for two years i majored in computer science at stanford still i think the profile of the person who has the best chance of getting admitted is something like this very important gpa or better mcat top in all subject medium importance writing speaking ability maturity motivation for going into medicine activities less important college or university major work experience anything else you want them to know anyway you are in good shape i think admissions committees are bound in many ways by the numbers but would like very much to understand each person as an individual sometimes thats just not practical but getting four interviews is an indicator that you have the numbers hopefully you were able to impress them with your character,sci.med,398
not to muslims that could be arguable for bandwith and flames sake i wont say more it is a civil war but the serbian generals who allow rape are not fighting fair yah i know war is hell those serbian generals are propretuating both lines and bordres money power fear let s change canadian bordres while we are at it i see this as civvil war sp borders possibly i do agree that it is a civil war which makes the donation of humanitarian aid even more complex i mean serbs are bleeding too and i heardthat a few croats had raped serbian women unconfurmable at this point,talk.politics.mideast,108
my brother s affine has recently been diagnosed with sweet s syndrome also called steroid resistant sweet s syndrome this syndrome started after she had had iodine treatment for hyperthyroidism she d been reluctant to have treatment for the hyperthyroidism for many years and apparently started to show exaustion from it i understand that she may still be testing high in thyroid level but she s isn t being treated by an endocrinologist her previous endocrinologist bowed out when she entered the hospital she entered the hospital because of the sweet s syndrome symptoms skin lesions i ve looked through the last two years of medline and didn t find an abstract mentioning a correlation between thyroid and sweets i checked a handbook which said that sweet s was associated with leukemia i d like a reccomndation for experts who are in new york city or who travel to new york city for the sweets and perhaps for the endocrinology any information that might help apparently there hasn t been much improvement in her condition over the past several months,sci.med,180
bull shit there is no reason in the world why we can t say that taking views analogous to the kkk s or some such organization is wrong there is no reason why some morality may not be legislated as it is we do not allow theft or murder or rape why should we allow hateful sppech whose only purpose is to stir anger and violence harry i think the answer to mr mayamsky s question can be found in the mr mamaysky s first amendment to the us constitution amendment i congress shall make no law respecting an establishment of religion or prohibiting the free exercise thereof or abridging the freedom of speech or of the press or the right of the people peaceably to assemble and to petition the government for a redress of grievances steve i do not say that freedom of speech should be banned far from it i am merely suggesting that there are certain things which can be universally agreed to be morally incorrect there are not many such things but there are some as an example murder is morally incorrect the idea that one group of people is somehow racially inferior to another is morally incorrect etc the point is that any action which serves to promote a morally incorrect action should be forbidden this implies that no one has the right to say that an innocent person should be murdered regardless of freedom of speech i may not stand on a street corner and advocate the murder of innocent people the reason for this is that murder is a morally incorrect action in the same way since bigotry is morally incorrect in the narrow definition which we have given it i nor any one else has the right to stand on a street corner and promote bigotry such an enforcement does in no way deny any one their rights as guaranteed by the first amendment it merely ensures that no person may be the target of an attempt to deny him a fundamental moral right such as the right to not be murdered and the right not to be discriminated against i believe mr berson that to blindly accept the constitution is a terrific mistake we must cinstantly question the constitution and interpret it in a way befitting the society in which we live anything short of such an effort would render us little more than trained monkeys who are able to merely repeat what they have heard without paying the slightest bit of attention to the intent of the document in question would you disagree mr berson,talk.politics.mideast,436
analog sf magazine did an article on a similar subject quite a few years ago the question was if an alien spacecraft landed in washington d c what was the proper organization to deal with it the state department alien ambassadors the defense department alien invaders the immigration and naturalization service illegal aliens the department of the interior new non human species etc it was very much a question of our perception of the aliens not of anything intrinsic in their nature the bibliography for the article cited a philosophical paper the name and author of which i sadly forget i believe the author was italian on what constitutes a legal and or moral person i e a being entitled to the rights normally accorded to a person the paper was quite interesting as i recall i think you d have to be very careful here if the answer is yes the human track record on helping those poor underpriveleged cultures does underpriveleged mean not having enough priveleges is terrible the usual result is the destruction or radical reorganization of the culture this may not always be wrong but that s the way to bet,sci.space,195
looking for a tiff eps of a dna helix e mail any auggestions please,comp.graphics,14
a whole lot of completely ignorant stuff about pitt give this guy a drug test and some ridalin whale you are at it,rec.sport.hockey,23
forwarded from neal ausman galileo mission director galileo mission director status report post launch april spacecraft on april cruise science memory readouts mros were performed for the extreme ultraviolet spectrometer euv dust detector dds and magnetometer mag instruments preliminary analysis indicates the data was received properly on april a command detector unit signal to noise ratio cdusnr test and a radio frequency subsystem automatic gain control rfsagc test were performed using the lga low gain antenna over dss madrid meter antenna and dss madrid meter antenna respectively data analysis is in process these tests are periodically performed to provide detailed information relative to the telecom command hardware integrity on april a no op command was sent to reset the command loss timer to hours its planned value during this mission phase on april the first of two suppressed carrier dsn deep space network advanced receiver characterization tests was performed over dss goldstone meter antenna the spacecraft modulation index was varied from degrees to degrees for a range of ground receiver bandwidth settings the ac bus imbalance measurement has not exhibited significant change greater than dn throughout this period but the dc bus imbalance measurement has the ac measurement reads dn volts the dc measurement has ranged from dn volts to dn volts and currently reads dn volts these measurements are consistent with the model developed by the ac dc special anomaly team the spacecraft status as of april is as follows a system power margin watts b spin configuration dual spin c spin rate sensor rpm star scanner d spacecraft attitude is approximately degrees off sun lagging and degrees off earth leading e downlink telemetry rate antenna bps coded lga f general thermal control all temperatures within acceptable range g rpm tank pressures all within acceptable range h orbiter science instruments powered on are the pws euv uvs epd mag hic and dds i probe rrh powered off temperatures within acceptable range j cmd loss timer setting hours time to initiation hours trajectory as of noon thursday april the galileo spacecraft trajectory status was as follows distance from earth km au distance from sun km au heliocentric speed km per hour distance from jupiter km round trip light time minutes seconds special topic,sci.space,373
has anybody gotten cview to work in k or k color mode on a trident c hi color card at best the colors come out screwed up and at worst the program hangs i loaded the vesa driver and the same thing happens on different machines if it doesn t work on the trident does anybody know of a viewer that does,comp.graphics,62
there is no data to show chromium is effective in promoting weight loss the few studies that have been done using chromium have been very flawed and inher ently biased the investigators were making money from marketing it theoretically it really doesnt make sense either the claim is that chromium will increase muscle mass and decrease fat of course chromium is also used t o cure diabetes high blood pressure and increase muscle mass in athletes just as well as anabolic steroids sounds like snake oil for the s on the other hand it really cant hurt you anywhere but your wallet and place bo effects of anything can be pretty dramatic paul paul sovcik pharm d u of illinois college of pharmacy email u uicvm uic edu,sci.med,128
go back to nursery school jerk,talk.politics.mideast,6
owwww mr jefferson would be clearly disappointed in your designation of him as author of the bill of rights and your reference to those in israel was condesceding and inappropriate the declaratio of independence of was written by thomas jefferson in the constitution was drafted by men in philadelphia in the bill of rights was added well maybe jefferson would be flattered as to you guys at uva your right not all of you are anti jewish or self hating but when i visited charlottesville i noticed a distinct lack of diversity from which i must assume you garner your inability to perceive the reality of the outside world,talk.politics.mideast,109
